tilaaja_taso_0	tilaaja_taso_1	tilaaja_taso_2	tilaaja_taso_3	VSSHP_boolean	custorg0	custorg1	custorg2	custorg3
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-psyk. sairaanhoitaja	1	TYKS        	TYKST7      	XOBST       	XOB10H      
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-sikiöntutkimus	1	TYKS	TYKST7	XOBST	XOB11H
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-synnytysvastaanotto (XOB11L)	1	TYKS        	TYKST7      	XOBST       	XOB11L      
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-hoitajan vo (synnyttänee (XOB1H )	1	TYKS        	TYKST7      	XOBST       	XOB1H       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-opetuspkl (XOB1O )	1	TYKS        	TYKST7      	XOBST       	XOB1O       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-tiedetutkimukset	1	TYKS        	TYKST7      	XOBST       	XOB1S       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-uä-tutkimukset	1	TYKS        	TYKST7      	XOBST       	XOB1T       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-synnytysvuodeosasto 1	1	TYKS        	TYKST7      	XOBST       	XOB1V       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-synnytysvuodeosasto 2	1	TYKS        	TYKST7      	XOBST       	XOB2V       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-311/lysy	1	TYKS	TYKST7	XOBST	XOB3L
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-synnytyssali (XOB3T )	1	TYKS        	TYKST7      	XOBST       	XOB3T       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-synnytysvuodeosasto 3	1	TYKS        	TYKST7      	XOBST       	XOB3V       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-erikoislääkäri 1	1	TYKS        	TYKST7      	XOBST       	XOB5L       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-sype-valmennus	1	TYKS        	TYKST7      	XOBST       	XOB5T       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-erikoislääkäri 2 (XOB6L )	1	TYKS        	TYKST7      	XOBST       	XOB6L       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-hoitajan uä vo (XOB7H )	1	TYKS	TYKST7	XOBST	XOB7H
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-ultraäänilääkärin vo	1	TYKS        	TYKST7      	XOBST       	XOB7L       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-erikoistuva lääkäri (XOB8L )	1	TYKS        	TYKST7      	XOBST       	XOB8L       
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-diabeteshoitajan vo (XOB9H )	1	TYKS        	TYKST7      	XOBST       	XOB9H       
TYKS	TYKS-TA7-Naistenklinikka	L-raskauden&synnytyksen hoito	XOBL1L-loimaa lääkärin vo	1	TYKS	TYKST7	XOBSLO	XOBL1L
TYKS	TYKS-TA7-Naistenklinikka	L-raskauden&synnytyksen hoito	XOBL2H-loimaa seulonnat	1	TYKS	TYKST7	XOBSLO	XOBL2H
TYKS	TYKS-TA7-Naistenklinikka	S-raskauden&synnytyksen hoito	XOBS1L-äitiyspoliklinikka	1	TYKS	TYKST7	XOBSSA	XOBS1L
TYKS	TYKS-TA7-Naistenklinikka	S-raskauden&synnytyksen hoito	XOBS1V-synnytysvuodeosasto	1	TYKS	TYKST7	XOBSSA	XOBS1V
TYKS	TYKS-TA7-Naistenklinikka	S-raskauden&synnytyksen hoito	XOBS2L-synnytysvastaanotto	1	TYKS	TYKST7	XOBSSA	XOBS2L
TYKS	TYKS-TA7-Naistenklinikka	T-raskauden&synnytyksen hoito	T-raskauden ja synnytyksen hoi	1	TYKS        	TYKST7      	XOBST       	XOBST       
TYKS	TYKS-TA7-Naistenklinikka	V-raskauden&synnytyksen hoito	XOBV1L-väiti keskiraskaus uä	1	TYKS	TYKST7	XOBSVA	XOBV1L
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-eves-pkl	1	TYKS        	TYKST6      	XOFT        	XOF11L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-huone 4	1	TYKS        	TYKST6      	XOFT        	XOF12L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-huone 3	1	TYKS        	TYKST6      	XOFT        	XOF13L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-huone 2	1	TYKS        	TYKST6      	XOFT        	XOF14L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-erikoislääkärin vo e1	1	TYKS	TYKST6	XOFT	XOF15L
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-erikoislääkärin vo e4	1	TYKS        	TYKST6      	XOFT        	XOF18L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-erikoislääkärin vo e3	1	TYKS        	TYKST6      	XOFT        	XOF19L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-kaihipäiki (potilaan pre- ja	1	TYKS        	TYKST6      	XOFT        	XOF1C       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-kaihi esitarkastus	1	TYKS        	TYKST6      	XOFT        	XOF1L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-valokuvaushuone	1	TYKS	TYKST6	XOFT	XOF1T
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-silmäosasto	1	TYKS        	TYKST6      	XOFT        	XOF1V       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-erikoistuvan lääkärin v (XOF20L)	1	TYKS        	TYKST6      	XOFT        	XOF20L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-osaston th 5	1	TYKS        	TYKST6      	XOFT        	XOF21L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-osaston th 6	1	TYKS	TYKST6	XOFT	XOF22L
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-silmänalueen polikliinisia t	1	TYKS        	TYKST6      	XOFT        	XOF2C       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-osastonäyttäjät (XOF2L )	1	TYKS        	TYKST6      	XOFT        	XOF2L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-laserhoitohuone	1	TYKS	TYKST6	XOFT	XOF2T
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-päiväkirurgia (XOF3C )	1	TYKS        	TYKST6      	XOFT        	XOF3C       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-takaosakir. potilaat	1	TYKS        	TYKST6      	XOFT        	XOF3L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-huone 7	1	TYKS        	TYKST6      	XOFT        	XOF4J       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-huone 5	1	TYKS        	TYKST6      	XOFT        	XOF5J       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-extra	1	TYKS        	TYKST6      	XOFT        	XOF5L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-huone 6	1	TYKS        	TYKST6      	XOFT        	XOF6L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-näönkäytönopettaja	1	TYKS	TYKST6	XOFT	XOF7E
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-huone 1 (XOF7L )	1	TYKS        	TYKST6      	XOFT        	XOF7L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-huone 8	1	TYKS        	TYKST6      	XOFT        	XOF8L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	S-silmäklinikka	XOFS2L-silmälääkärin vastaanot	1	TYKS	TYKST6	XOFTSA	XOFS2L
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-silmäklinikka	T-silmäklinikka	1	TYKS        	TYKST6      	XOFT        	XOFT        
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	V-silmäklinikka	XOFV1L-vsil erikoislääkäri 1	1	TYKS	TYKST6	XOFTVA	XOFV1L
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-pediatrisen hoitajan vo	1	TYKS	TYKST8	XPED	XPE10H
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-dipp 420/65	1	TYKS        	TYKST8      	XPED        	XPE10S      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-diabetesvastaanotto	1	TYKS        	TYKST8      	XPED        	XPE11L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-osastonlääkärin vo	1	TYKS        	TYKST8      	XPED        	XPE12L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-tutkimus	1	TYKS	TYKST8	XPED	XPE12S
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-sosiaalipediatrinen vo (XPE13L)	1	TYKS        	TYKST8      	XPED        	XPE13L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-uhkaava ennenaikainen synn	1	TYKS        	TYKST8      	XPED        	XPE13S      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-astma- ja allergia vo	1	TYKS        	TYKST8      	XPED        	XPE14L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-aineenvaihdunta vo	1	TYKS        	TYKST8      	XPED        	XPE16L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	XPE16S-diara2-tutkimus	1	TYKS	TYKST8	XPED	XPE16S
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-erikoistuva lääkäri (XPE17L)	1	TYKS        	TYKST8      	XPED        	XPE17L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-psykosomaattinen pkl	1	TYKS        	TYKST8      	XPED        	XPE18L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-endokrinologinen vo	1	TYKS        	TYKST8      	XPED        	XPE19L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-diabetes eval	1	TYKS        	TYKST8      	XPED        	XPE1L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-omaistutkimukset (XPE1R )	1	TYKS        	TYKST8      	XPED        	XPE1R       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-dipp 420/64	1	TYKS        	TYKST8      	XPED        	XPE1S       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-lasten pkl tutk.yksikkö	1	TYKS        	TYKST8      	XPED        	XPE1T       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-lasten ja nuorten inf.os	1	TYKS        	TYKST8      	XPED        	XPE1V       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-astma vastaanotto	1	TYKS        	TYKST8      	XPED        	XPE20L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-astma- ja allergiavo	1	TYKS        	TYKST8      	XPED        	XPE21L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-sisätautivastaanotto	1	TYKS        	TYKST8      	XPED        	XPE22L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-elinsiirtopkl	1	TYKS        	TYKST8      	XPED        	XPE23L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-munuaispkl	1	TYKS        	TYKST8      	XPED        	XPE25L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-osastonäyttäjät (XPE26L)	1	TYKS        	TYKST8      	XPED        	XPE26L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-kystinen fibroosi	1	TYKS        	TYKST8      	XPED        	XPE28L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-diabeteshoitajan vo (XPE2H )	1	TYKS	TYKST8	XPED	XPE2H
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-reumavastaanotto	1	TYKS        	TYKST8      	XPED        	XPE2L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-opetus vo 86	1	TYKS        	TYKST8      	XPED        	XPE2O       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-allergiatutkimus 2	1	TYKS	TYKST8	XPED	XPE2S
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-lasten ja nuorten osasto	1	TYKS        	TYKST8      	XPED        	XPE2V       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-tubin torjunta	1	TYKS        	TYKST8      	XPED        	XPE30L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-erikoislääkäripkl	1	TYKS        	TYKST8      	XPED        	XPE31L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-infektiopotilaat	1	TYKS        	TYKST8      	XPED        	XPE32L      
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-ped.näyttö/soitto, diab.ym.	1	TYKS	TYKST8	XPED	XPE36L
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-suolistovastaanotto 2	1	TYKS        	TYKST8      	XPED        	XPE3L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-opetus vo 76	1	TYKS        	TYKST8      	XPED        	XPE3O       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-hyvän kasvun avaimet -tut	1	TYKS        	TYKST8      	XPED        	XPE3S       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-suolistovastanotto	1	TYKS        	TYKST8      	XPED        	XPE4L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-dipp 420/57	1	TYKS	TYKST8	XPED	XPE4S
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-reumahoitajan vo	1	TYKS        	TYKST8      	XPED        	XPE5H       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-sosiaalipediatrinen vo (XPE5L )	1	TYKS        	TYKST8      	XPED        	XPE5L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-dipp 420/58	1	TYKS        	TYKST8      	XPED        	XPE5S       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-allergian ehkäisytutk.9	1	TYKS        	TYKST8      	XPED        	XPE6S       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-astma- ja allergia vo 1	1	TYKS        	TYKST8      	XPED        	XPE7L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-dipp 420/56	1	TYKS        	TYKST8      	XPED        	XPE7S       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-lasten sydän vo	1	TYKS        	TYKST8      	XPED        	XPE8L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-dipp 420/61	1	TYKS        	TYKST8      	XPED        	XPE8S       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-hoitajavo	1	TYKS        	TYKST8      	XPED        	XPE9H       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-astmavastaanotto 3	1	TYKS        	TYKST8      	XPED        	XPE9L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-dipp 420/63	1	TYKS	TYKST8	XPED	XPE9S
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-lasten ja nuorten sairaanhoi	T-lasten ja nuorten sairaanhoi	1	TYKS        	TYKST8      	XPED        	XPED        
TYKS	TYKS-TA8-Lasten ja nuorten kl	L-lasten ja nuorten sairaanhoi	XPEL1L-loimaa lastenlääkärin v	1	TYKS	TYKST8	XPEDLO	XPEL1L
TYKS	TYKS-TA8-Lasten ja nuorten kl	S-lasten ja nuorten sairaanhoi	XPES1L-lastenlääkärin vast.ott	1	TYKS	TYKST8	XPEDSA	XPES1L
TYKS	TYKS-TA8-Lasten ja nuorten kl	S-lasten ja nuorten sairaanhoi	XPES1V-vuodeosasto	1	TYKS	TYKST8	XPEDSA	XPES1V
TYKS	TYKS-TA8-Lasten ja nuorten kl	S-lasten ja nuorten sairaanhoi	XPES2L-lastenlääkärin vast.ott	1	TYKS	TYKST8	XPEDSA	XPES2L
TYKS	TYKS-TA8-Lasten ja nuorten kl	S-lasten ja nuorten sairaanhoi	XPES3L-lastenlääkärin vast.ott	1	TYKS	TYKST8	XPEDSA	XPES3L
TYKS	TYKS-TA8-Lasten ja nuorten kl	S-lasten ja nuorten sairaanhoi	XPES4L-lastenlääkärin vast.ott	1	TYKS	TYKST8	XPEDSA	XPES4L
TYKS	TYKS-TA8-Lasten ja nuorten kl	S-lasten ja nuorten sairaanhoi	XPES5L-lastenlääkärin vast.ott	1	TYKS	TYKST8	XPEDSA	XPES5L
TYKS	TYKS-TA8-Lasten ja nuorten kl	S-lasten ja nuorten sairaanhoi	XPES6L-lasten ja nuorten vos a	1	TYKS	TYKST8	XPEDSA	XPES6L
TYKS	TYKS-TA8-Lasten ja nuorten kl	V-lasten ja nuorten sairaanhoi	XPEV1L-vlas erikoislääkäri 1	1	TYKS	TYKST8	XPEDVA	XPEV1L
TYKS	TYKS-TA8-Lasten ja nuorten kl	V-lasten ja nuorten sairaanhoi	XPEV2L-vs erikoistuva lääkäri	1	TYKS	TYKST8	XPEDVA	XPEV2L
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-pla suominen	1	TYKS        	TYKST6      	XPLY        	XPL10L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-284P sali 1	1	TYKS        	TYKST6      	XPLY        	XPL11C      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-pla niemi	1	TYKS        	TYKST6      	XPLY        	XPL11L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-plast leiko-pot	1	TYKS	TYKST6	XPLY	XPL11V
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-284P sali 2	1	TYKS        	TYKST6      	XPLY        	XPL12C      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-pla koskivuo	1	TYKS        	TYKST6      	XPLY        	XPL12L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-pla brück	1	TYKS        	TYKST6      	XPLY        	XPL13L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-284P sali 4	1	TYKS        	TYKST6      	XPLY        	XPL14C      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-pla viitanen	1	TYKS        	TYKST6      	XPLY        	XPL14L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-pla erikoislääkäri	1	TYKS	TYKST6	XPLY	XPL15L
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-284P heräämö	1	TYKS        	TYKST6      	XPLY        	XPL16C      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-pla veräjänkorva	1	TYKS        	TYKST6      	XPLY        	XPL16L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-pla eval	1	TYKS        	TYKST6      	XPLY        	XPL17L      
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-preop soitot vos	1	TYKS	TYKST6	XPLY	XPL1H
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-konsultaatiot ja soitot vos	1	TYKS	TYKST6	XPLY	XPL1L
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-mammameeting	1	TYKS        	TYKST6      	XPLY        	XPL1M       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-yl ja pla opetusvast.otto	1	TYKS        	TYKST6      	XPLY        	XPL1O       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-pla tiede	1	TYKS        	TYKST6      	XPLY        	XPL1S       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-yleis-ja plastiikkakir.os.	1	TYKS        	TYKST6      	XPLY        	XPL1V       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-yl kir aaltonen	1	TYKS        	TYKST6      	XPLY        	XPL2L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-yl ja pla pkl pientmp	1	TYKS        	TYKST6      	XPLY        	XPL3C       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-yl kir koskela	1	TYKS        	TYKST6      	XPLY        	XPL3L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-yl kir evesti	1	TYKS        	TYKST6      	XPLY        	XPL4L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-haavahoitaja	1	TYKS        	TYKST6      	XPLY        	XPL5H       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-yl kir grönroos	1	TYKS        	TYKST6      	XPLY        	XPL5L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-yl kir korhonen	1	TYKS        	TYKST6      	XPLY        	XPL6L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-yl kir eval	1	TYKS        	TYKST6      	XPLY        	XPL7L       
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	L-plastiikka- ja yleiskirurgia	XPLL1C-loimaa päiväkirurgia	1	TYKS	TYKST6	XPLYLO	XPLL1C
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	L-plastiikka- ja yleiskirurgia	XPLL1V-yleiskirurginen vuodeos	1	TYKS	TYKST6	XPLYLO	XPLL1V
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	L-plastiikka- ja yleiskirurgia	XPLL2L-loimaa erikoistuvan vo	1	TYKS	TYKST6	XPLYLO	XPLL2L
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	S-plastiikka- ja yleiskirurgia	XPLS1C-yleiskir. potilaat	1	TYKS	TYKST6	XPLYSA	XPLS1C
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	V-plastiikka- ja yleiskirurgia	XPLV1C-vkiros päiki kirurgia	1	TYKS	TYKST6	XPLYVA	XPLV1C
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	V-plastiikka- ja yleiskirurgia	XPLV1L-vkir lääkäri 5	1	TYKS	TYKST6	XPLYVA	XPLV1L
TYKS	TYKS-TA6-Oper.toim. ja syöpät.	T-plastiikka- ja yleiskirurgia	T-plastiikka- ja yleiskirurgia	1	TYKS        	TYKST6      	XPLY        	XPLY        
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-vastasyntyneiden sairaanhoit	T-osastonäyttäjät (XPN1L )	1	TYKS        	TYKST8      	XPNATO      	XPN1L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-vastasyntyneiden sairaanhoit	T-omaistutkimukset (XPN1R )	1	TYKS        	TYKST8      	XPNATO      	XPN1R       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-vastasyntyneiden sairaanhoit	t-vastasyntyneiden teho-osasto	1	TYKS        	TYKST8      	XPNATO      	XPN1V       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-vastasyntyneiden sairaanhoit	T-vas-pkl	1	TYKS        	TYKST8      	XPNATO      	XPN2L       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-vastasyntyneiden sairaanhoit	T-äidinmaitokeskus	1	TYKS        	TYKST8      	XPNATO      	XPN4T       
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-vastasyntyneiden sairaanhoit	T-happipkl	1	TYKS	TYKST8	XPNATO	XPN5L
TYKS	TYKS-TA8-Lasten ja nuorten kl	T-vastasyntyneiden sairaanhoit	T-vastasyntyneiden sairaanhoit	1	TYKS        	TYKST8      	XPNATO      	XPNATO      
TYKS	TYKS-TA1-TULES	T-tekonivelkirurgia	T-tekonivelhoitajapkl	1	TYKS        	TYKST1      	XPROTE      	XPR1H       
TYKS	TYKS-TA1-TULES	T-tekonivelkirurgia	T-tekonivel pkl 1virolainen	1	TYKS        	TYKST1      	XPROTE      	XPR1L       
TYKS	TYKS-TA1-TULES	T-tekonivelkirurgia	T-ortopedian osasto (XPR1V )	1	TYKS        	TYKST1      	XPROTE      	XPR1V       
TYKS	TYKS-TA1-TULES	T-tekonivelkirurgia	T-tekonivel pkl 2 mäkelä	1	TYKS        	TYKST1      	XPROTE      	XPR2L       
TYKS	TYKS-TA1-TULES	T-tekonivelkirurgia	T-tekonivelhoitajavospkl 2	1	TYKS        	TYKST1      	XPROTE      	XPR3H       
TYKS	TYKS-TA1-TULES	T-tekonivelkirurgia	T-tekonivel pkl 3 mokka	1	TYKS        	TYKST1      	XPROTE      	XPR3L       
TYKS	TYKS-TA1-TULES	T-tekonivelkirurgia	T-tekonivel pkl 4 seppänen	1	TYKS        	TYKST1      	XPROTE      	XPR4L       
